Robot,X,Y
2,-1.663947,-1.942997
2,-1.663947,-1.942997
2,-1.663947,-1.942997
2,-1.661541,-1.940286
2,-1.661541,-1.940286
2,-1.661541,-1.940286
2,-1.662829,-1.941481
2,-1.662829,-1.941481
2,-1.662829,-1.941481
2,-1.664594,-1.943836
2,-1.664594,-1.943836
2,-1.664594,-1.943836
2,-1.665131,-1.944343
2,-1.665131,-1.944343
2,-1.665131,-1.944343
2,-1.665724,-1.94506
2,-1.665724,-1.94506
2,-1.665724,-1.94506
2,-1.666801,-1.946172
2,-1.666801,-1.946172
2,-1.666801,-1.946172
2,-1.657127,-1.934361
2,-1.657127,-1.934361
2,-1.657127,-1.934361
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.667229,-1.946838
2,-1.667229,-1.946838
2,-1.667229,-1.946838
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.666109,-1.945706
2,-1.666109,-1.945706
2,-1.666109,-1.945706
2,-1.668636,-1.948515
2,-1.668636,-1.948515
2,-1.668636,-1.948515
2,-1.664594,-1.943836
2,-1.664594,-1.943836
2,-1.664594,-1.943836
2,-1.662278,-1.940957
2,-1.662278,-1.940957
2,-1.662278,-1.940957
2,-1.662278,-1.940957
2,-1.662278,-1.940957
2,-1.668793,-1.948713
2,-1.668793,-1.948713
2,-1.662072,-1.940799
2,-1.662072,-1.940799
2,-1.664852,-1.944054
2,-1.664852,-1.944054
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.659778,-1.938126
2,-1.659778,-1.938126
2,-1.659778,-1.938126
2,-1.661934,-1.940435
2,-1.661934,-1.940435
2,-1.661934,-1.940435
2,-1.669286,-1.949532
2,-1.669286,-1.949532
2,-1.669286,-1.949532
2,-1.665417,-1.944594
2,-1.665417,-1.944594
2,-1.665417,-1.944594
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.665554,-1.945125
2,-1.664594,-1.943836
2,-1.664594,-1.943836
2,-1.664594,-1.943836
